Date,Energy,Material,Industrials,Cons-Discr.,Cons-Staples,Helth-Care,Financials,Inf-Tech.,Telecom,Utilities,S\&P500
19980930,0.11599999999999999,0.1495,0.0815,-0.0386,0.0557,0.1107,0.0309,0.16899999999999998,0.0845,0.0964,0.0597
19981030,0.0143,0.0747,0.095,0.0893,0.1366,0.042,0.0947,0.1329,0.0673,-0.0197,0.0787
19981130,-0.0333,0.0058,0.0526,0.0569,0.0449,0.0584,0.0798,0.1065,0.0432,0.0134,0.0597
19981231,0.0027,-0.0657,-0.0273,0.0263,0.032,0.0254,0.0157,0.1034,0.11599999999999999,0.0302,0.0564
19990129,-0.0722,-0.0255,-0.0279,0.0123,-0.0524,-0.0654,0.0007,0.1161,0.0616,-0.0605,0.0401
19990226,-0.0333,-0.0081,-0.0163,0.0682,-0.0241,-0.0103,-0.0265,-0.1439,-0.0077,-0.0305,-0.0354
19990331,0.2147,-0.0062,-0.0028,0.0576,-0.0312,0.0137,0.0103,0.0117,0.0264,-0.0137,0.0353
19990430,0.1055,0.2428,0.1651,0.0694,0.0124,0.0193,0.0942,0.0187,0.044000000000000004,0.0762,0.0339
19990528,-0.0119,-0.1047,0.0091,0.0144,0.0029,-0.0417,-0.0216,0.0221,-0.0039,0.067,-0.0267
19990630,0.0093,0.059000000000000004,0.026000000000000002,0.027000000000000003,0.0256,0.043,0.0177,0.0952,0.0736,-0.0224,0.051
19990730,0.0117,-0.0391,-0.0311,-0.098,-0.0008,-0.0616,-0.0718,0.009000000000000001,-0.0152,-0.0194,-0.034
19990831,0.0203,0.0048,-0.061,-0.0625,-0.0296,-0.0078,-0.0722,0.006,-0.0856,0.0088,-0.0089
19990930,-0.0748,-0.0011,-0.1034,0.0338,-0.0785,-0.1044,-0.0738,0.0383,0.0487,-0.0484,-0.0316
19991029,-0.05,-0.0151,-0.1049,-0.0205,0.078,0.0811,0.1336,-0.0047,0.0804,0.0303,0.0613
19991130,0.0173,-0.0006,-0.0431,-0.0426,-0.0366,0.0201,-0.0585,0.1593,0.0046,-0.0789,0.0173
19991231,-0.009000000000000001,0.0864,0.1081,0.0115,0.0172,-0.0608,-0.0208,0.2957,-0.0144,-0.0088,0.0596
20000131,-0.0892,-0.1346,-0.0876,-0.0934,-0.0811,0.0025,-0.0752,-0.0157,-0.0502,0.0239,-0.0539
20000229,-0.0563,-0.0908,-0.0548,-0.1199,-0.0859,-0.10800000000000001,-0.1723,0.278,-0.0886,-0.0917,-0.0219
20000331,0.1983,0.0724,0.1448,0.1617,0.0479,0.0819,0.1899,-0.0196,0.0725,0.032,0.0949
20000428,0.0183,-0.0251,0.0659,0.0173,0.0072,0.0958,-0.0495,-0.0714,-0.0262,0.1232,-0.037000000000000005
20000531,0.1557,0.004,0.0267,0.0074,0.0999,0.0643,0.1202,-0.0194,-0.0553,0.0425,-0.0273
20000630,-0.0894,-0.0662,-0.0531,-0.0843,0.0302,0.0819,-0.1088,0.1195,0.0094,-0.0505,0.023
20000731,-0.0442,-0.032,0.0281,-0.0198,-0.0209,-0.0392,0.1099,-0.0795,-0.1146,0.0434,-0.0172
20000831,0.1697,0.0206,0.084,0.0361,0.0298,0.0067,0.0701,0.2,-0.0149,0.0905,0.059000000000000004
20000929,0.0044,-0.0819,-0.0583,-0.0167,0.049,0.0695,0.0692,-0.1314,-0.0556,0.1294,-0.0577
20001031,-0.0223,-0.001,0.017,0.038,0.1103,0.0662,0.0065,-0.0712,-0.0304,-0.0477,-0.0093
20001130,-0.0671,0.0077,-0.0395,-0.0623,0.0247,0.0366,-0.0288,-0.2579,-0.2042,0.0373,-0.0844
20001229,0.0929,0.0686,0.0435,0.1465,0.0743,0.0229,0.1085,-0.0242,-0.0741,0.1001,0.0007
20010131,-0.0166,0.0032,0.006999999999999999,0.1292,-0.0669,-0.0806,0.0025,0.2115,0.2479,-0.1119,0.0276
20010228,-0.0306,0.0408,0.0343,-0.034,0.0429,0.0516,-0.0511,-0.3023,-0.1418,0.0608,-0.0954
20010330,0.0014,-0.054000000000000006,-0.0462,-0.055,-0.0188,-0.07,0.0113,-0.1327,-0.1381,0.0051,-0.0683
20010430,0.1027,0.1214,0.0639,0.051,-0.0207,0.0326,0.0239,0.26899999999999996,0.0146,0.0581,0.0747
20010531,0.0317,0.0369,0.0531,0.0366,0.0009,0.0313,0.0415,-0.0808,0.0139,-0.0036,0.0037
20010629,-0.1128,-0.0008,-0.0393,0.0213,-0.0226,-0.0128,0.0081,0.0014,-0.0573,-0.0781,-0.0273
20010731,-0.005,0.0074,-0.0222,0.037000000000000005,0.0115,0.0281,-0.0092,-0.0922,-0.0134,-0.0626,-0.0123
20010831,-0.0164,0.0257,-0.049,-0.0487,0.0243,-0.0217,-0.042,-0.1118,-0.1494,-0.0078,-0.0669
20010928,-0.0833,-0.0865,-0.2269,-0.1432,-0.0057,0.0029,-0.0636,-0.2493,-0.0508,-0.1249,-0.0835
20011031,0.055,-0.0131,0.0428,0.0445,-0.0071,0.0173,-0.0609,0.1482,-0.1039,0.022000000000000002,0.0173
20011130,-0.0115,0.1016,0.1307,0.1434,0.0301,0.0104,0.087,0.2108,0.1153,-0.0186,0.0775
20011231,0.0684,0.0009,0.0688,0.0624,0.005,-0.0049,0.0268,-0.0144,0.0119,0.0139,0.0076
20020131,-0.0241,0.0342,0.0135,0.0255,0.0151,-0.0039,0.0079,0.0337,-0.1268,-0.06,-0.0161
20020228,0.0285,0.0518,0.0441,0.0391,0.0293,0.0039,0.018000000000000002,-0.1792,-0.1601,-0.0569,-0.0211
20020328,0.0702,0.0502,0.0498,0.0494,0.0409,0.0268,0.0411,0.1096,0.0022,0.1949,0.0364
20020430,-0.0457,-0.0482,-0.034,0.0027,0.0066,-0.0394,0.0035,-0.1446,-0.162,-0.0304,-0.0627
20020531,-0.0162,0.0669,0.0127,0.0265,0.0063,-0.0171,-0.0164,-0.0827,0.0143,-0.0861,-0.0093
20020628,-0.0111,-0.0073,-0.0855,-0.0372,-0.079,-0.0939,-0.0325,-0.1258,-0.1685,-0.094,-0.0732
20020731,-0.1056,-0.1117,-0.1302,-0.0992,-0.037000000000000005,-0.0351,-0.0819,-0.1555,0.1128,-0.1963,-0.0766
20020830,0.0228,-0.013000000000000001,-0.0059,-0.0275,0.0278,0.0283,0.026000000000000002,-0.0055,0.1254,0.0567,0.0056
20020930,-0.1016,-0.1366,-0.1056,-0.0651,-0.0868,-0.0521,-0.0998,-0.2191,-0.1309,-0.1435,-0.1105
20021031,0.0328,0.0227,-0.0142,0.0408,0.0804,0.0335,0.0493,0.2396,0.3907,-0.0868,0.0873
20021129,0.0123,0.1281,0.1357,0.0291,-0.0255,0.0087,0.0161,0.2337,0.1513,0.1269,0.057999999999999996
20021231,0.0212,-0.0294,-0.0274,-0.0549,0.0143,-0.0442,-0.0392,-0.1149,-0.0857,0.0636,-0.06
